id,asset_id,dr7objid,ra,dec,gz2class,broad_morphology,object_type,confidence,anomaly_score,ood_score,priority,catalog_status,catalog_name,observation_time,image_url,split,is_demo,explanation,provenance,p_smooth,p_features,p_edgeon,p_spiral,p_bar,p_odd
LIB-000519,13708,587725979615297622,128.47858,51.64444,Sd(m),FEATURED_DISK,Galaxy,0.634,0.6214,0.6214,MEDIUM,MATCHED,SDSS DR7 J587725+9796,2026-03-15T14:38:00Z,/library/images/13708.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.63 with 63.4% confidence. Original GZ2 taxonomy: 'Sd(m)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.88).,Galaxy Zoo 2 Survey / SDSS DR7,0.4955,0.634,0.0,0.0,0.2896,0.8768
LIB-000520,14496,587725994649714978,254.01828,42.21957,Sb,FEATURED_DISK,Galaxy,0.8009,0.3043,0.3043,LOW,MATCHED,SDSS DR7 J587725+9946,2026-04-16T15:39:00Z,/library/images/14496.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.80 with 80.1% confidence. Original GZ2 taxonomy: 'Sb'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.41).,Galaxy Zoo 2 Survey / SDSS DR7,0.1479,0.8009,0.105,0.489,0.4514,0.4096
LIB-000521,14771,587726014010753143,215.50453,1.19731,Sc,FEATURED_DISK,Galaxy,0.6141,0.3148,0.3148,LOW,MATCHED,SDSS DR7 J587726+0140,2026-05-17T16:40:00Z,/library/images/14771.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.61 with 61.4% confidence. Original GZ2 taxonomy: 'Sc'.,Galaxy Zoo 2 Survey / SDSS DR7,0.5561,0.6141,0.0,0.0,0.0,0.2436
LIB-000522,15407,587726015077482559,199.5283,2.22797,Sc(m),FEATURED_DISK,Galaxy,0.9136,0.3712,0.3712,LOW,MATCHED,SDSS DR7 J587726+0150,2026-06-18T17:41:00Z,/library/images/15407.jpg,test,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.91 with 91.4% confidence. Original GZ2 taxonomy: 'Sc(m)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.66).,Galaxy Zoo 2 Survey / SDSS DR7,0.2282,0.9136,0.0,0.3174,0.0833,0.656
LIB-000523,15533,587726015083970830,214.40952,2.06169,Sa(r),FEATURED_DISK,Galaxy,0.7359,0.5222,0.5222,MEDIUM,MATCHED,SDSS DR7 J587726+0150,2026-07-19T18:42:00Z,/library/images/15533.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.74 with 73.6% confidence. Original GZ2 taxonomy: 'Sa(r)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.78).,Galaxy Zoo 2 Survey / SDSS DR7,0.2307,0.7359,0.0,0.0,0.0811,0.7804
LIB-000524,15818,587726015610683549,191.23436,2.69562,Sc,FEATURED_DISK,Galaxy,0.8642,0.1166,0.1166,LOW,MATCHED,SDSS DR7 J587726+0156,2026-08-20T19:43:00Z,/library/images/15818.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.86 with 86.4% confidence. Original GZ2 taxonomy: 'Sc'.,Galaxy Zoo 2 Survey / SDSS DR7,0.2418,0.8642,0.3862,0.2859,0.1658,0.0974
LIB-000525,16552,587726016166560066,234.60223,2.30944,Sd,FEATURED_DISK,Galaxy,0.7842,0.2208,0.2208,LOW,MATCHED,SDSS DR7 J587726+0161,2026-09-21T20:44:00Z,/library/images/16552.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.78 with 78.4% confidence. Original GZ2 taxonomy: 'Sd'.,Galaxy Zoo 2 Survey / SDSS DR7,0.3315,0.7842,0.0,0.429,0.1022,0.2258
LIB-000526,17242,587726031702720735,159.56416,1.5311,Sa(o),FEATURED_DISK,Galaxy,0.8483,0.3806,0.3806,LOW,MATCHED,SDSS DR7 J587726+0317,2026-10-22T21:45:00Z,/library/images/17242.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.85 with 84.8% confidence. Original GZ2 taxonomy: 'Sa(o)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.61).,Galaxy Zoo 2 Survey / SDSS DR7,0.1901,0.8483,0.352,0.3756,0.2023,0.6096
LIB-000527,17386,587726031709405288,174.73816,1.76179,Sb,FEATURED_DISK,Galaxy,0.5437,0.2876,0.2876,LOW,WEAK_MATCH,SDSS DR7 J587726+0317,2026-11-23T22:46:00Z,/library/images/17386.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.54 with 54.4% confidence. Original GZ2 taxonomy: 'Sb'.,Galaxy Zoo 2 Survey / SDSS DR7,0.4138,0.5437,0.173,0.0,0.2814,0.1189
LIB-000528,19651,587726033336991915,213.65257,2.71126,Sd(o),FEATURED_DISK,Galaxy,0.6132,0.4628,0.4628,MEDIUM,MATCHED,SDSS DR7 J587726+0333,2026-12-24T23:47:00Z,/library/images/19651.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.61 with 61.3% confidence. Original GZ2 taxonomy: 'Sd(o)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.54).,Galaxy Zoo 2 Survey / SDSS DR7,0.3894,0.6132,0.0,0.1068,0.0,0.5389
LIB-000529,20389,587726100411711585,218.12221,3.45687,Sd(i),FEATURED_DISK,Galaxy,0.6293,0.5623,0.5623,MEDIUM,MATCHED,SDSS DR7 J587726+1004,2026-01-25T00:48:00Z,/library/images/20389.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.63 with 62.9% confidence. Original GZ2 taxonomy: 'Sd(i)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.75).,Galaxy Zoo 2 Survey / SDSS DR7,0.2101,0.6293,0.0288,0.1116,0.0443,0.754
LIB-000530,20474,587726100415643785,227.1651,2.97233,Sb,FEATURED_DISK,Galaxy,0.7867,0.1837,0.1837,LOW,MATCHED,SDSS DR7 J587726+1004,2026-02-26T01:49:00Z,/library/images/20474.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.79 with 78.7% confidence. Original GZ2 taxonomy: 'Sb'.,Galaxy Zoo 2 Survey / SDSS DR7,0.2811,0.7867,0.1397,0.2289,0.2235,0.154
LIB-000531,20854,587726101484667082,216.47574,4.44633,Sd,FEATURED_DISK,Galaxy,0.8504,0.0997,0.0997,LOW,MATCHED,SDSS DR7 J587726+1014,2026-03-27T02:50:00Z,/library/images/20854.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.85 with 85.0% confidence. Original GZ2 taxonomy: 'Sd'.,Galaxy Zoo 2 Survey / SDSS DR7,0.3403,0.8504,0.394,0.0,0.0372,0.0499
LIB-000532,20925,587726101488992296,226.28223,3.86372,Sd,FEATURED_DISK,Galaxy,0.7058,0.318,0.318,LOW,MATCHED,SDSS DR7 J587726+1014,2026-04-28T03:51:00Z,/library/images/20925.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.71 with 70.6% confidence. Original GZ2 taxonomy: 'Sd'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.34).,Galaxy Zoo 2 Survey / SDSS DR7,0.5659,0.7058,0.1227,0.3965,0.0,0.3419
LIB-000533,21129,587726102021144702,215.50665,4.73975,Sd(o),FEATURED_DISK,Galaxy,0.5944,0.6109,0.6109,MEDIUM,WEAK_MATCH,SDSS DR7 J587726+1020,2026-05-01T04:52:00Z,/library/images/21129.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.59 with 59.4% confidence. Original GZ2 taxonomy: 'Sd(o)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.82).,Galaxy Zoo 2 Survey / SDSS DR7,0.4529,0.5944,0.0,0.0,0.0,0.8162
LIB-000534,21160,587726102022258883,218.11693,4.7655,Sb(r),FEATURED_DISK,Galaxy,0.9595,0.3742,0.3742,LOW,MATCHED,SDSS DR7 J587726+1020,2026-06-02T05:53:00Z,/library/images/21160.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.96 with 95.9% confidence. Original GZ2 taxonomy: 'Sb(r)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.71).,Galaxy Zoo 2 Survey / SDSS DR7,0.0896,0.9595,0.041,0.2836,0.4371,0.708
LIB-000535,21296,587726102028353774,232.01506,3.89579,Sd,FEATURED_DISK,Galaxy,0.5214,0.4147,0.4147,MEDIUM,WEAK_MATCH,SDSS DR7 J587726+1020,2026-07-03T06:54:00Z,/library/images/21296.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.52 with 52.1% confidence. Original GZ2 taxonomy: 'Sd'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.35).,Galaxy Zoo 2 Survey / SDSS DR7,0.4723,0.5214,0.0282,0.0,0.0,0.3508
LIB-000536,22057,587727942422102080,147.1963,1.05321,Sa(r),FEATURED_DISK,Galaxy,0.8611,0.4355,0.4355,MEDIUM,MATCHED,SDSS DR7 J587727+9424,2026-08-04T07:55:00Z,/library/images/22057.jpg,test,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.86 with 86.1% confidence. Original GZ2 taxonomy: 'Sa(r)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.73).,Galaxy Zoo 2 Survey / SDSS DR7,0.1301,0.8611,0.065,0.3494,0.0356,0.7321
LIB-000537,22097,587727942423347345,150.03343,1.20447,Sa(o),FEATURED_DISK,Galaxy,0.7587,0.4317,0.4317,MEDIUM,MATCHED,SDSS DR7 J587727+9424,2026-09-05T08:56:00Z,/library/images/22097.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.76 with 75.9% confidence. Original GZ2 taxonomy: 'Sa(o)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.62).,Galaxy Zoo 2 Survey / SDSS DR7,0.2286,0.7587,0.0373,0.0,0.3247,0.622
LIB-000538,22669,587727944564736249,136.04999,2.44036,SBb,FEATURED_DISK,Galaxy,0.7901,0.1743,0.1743,LOW,MATCHED,SDSS DR7 J587727+9445,2026-10-06T09:57:00Z,/library/images/22669.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.79 with 79.0% confidence. Original GZ2 taxonomy: 'SBb'.,Galaxy Zoo 2 Survey / SDSS DR7,0.3316,0.7901,0.0562,0.1157,0.6081,0.1387
LIB-000539,23795,587728309640888392,172.40892,3.25117,Sd(i),FEATURED_DISK,Galaxy,0.8745,0.5589,0.5589,MEDIUM,MATCHED,SDSS DR7 J587728+3096,2026-11-07T10:58:00Z,/library/images/23795.jpg,test,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.87 with 87.5% confidence. Original GZ2 taxonomy: 'Sd(i)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.99).,Galaxy Zoo 2 Survey / SDSS DR7,0.1422,0.8745,0.0,0.0,0.1275,0.9922
LIB-000540,24298,587728669341319398,120.37772,39.14941,Sd,FEATURED_DISK,Galaxy,0.7421,0.1747,0.1747,LOW,MATCHED,SDSS DR7 J587728+6693,2026-12-08T11:59:00Z,/library/images/24298.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.74 with 74.2% confidence. Original GZ2 taxonomy: 'Sd'.,Galaxy Zoo 2 Survey / SDSS DR7,0.5992,0.7421,0.1676,0.0,0.0,0.0915
LIB-000541,25494,587728879795110215,135.20781,2.8907,Sd,FEATURED_DISK,Galaxy,0.5583,0.4854,0.4854,MEDIUM,WEAK_MATCH,SDSS DR7 J587728+8797,2026-01-09T12:00:00Z,/library/images/25494.jpg,val,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.56 with 55.8% confidence. Original GZ2 taxonomy: 'Sd'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.53).,Galaxy Zoo 2 Survey / SDSS DR7,0.3912,0.5583,0.0963,0.0,0.1812,0.5292
LIB-000542,27173,587728920062329024,232.0219,57.00052,Sb(r),FEATURED_DISK,Galaxy,0.9253,0.3065,0.3065,LOW,MATCHED,SDSS DR7 J587728+9200,2026-02-10T13:01:00Z,/library/images/27173.jpg,test,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.93 with 92.5% confidence. Original GZ2 taxonomy: 'Sb(r)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.54).,Galaxy Zoo 2 Survey / SDSS DR7,0.1669,0.9253,0.0,0.2676,0.027,0.5382
LIB-000543,27994,587728932408197458,116.68282,33.78552,Sb,FEATURED_DISK,Galaxy,0.7853,0.2394,0.2394,LOW,MATCHED,SDSS DR7 J587728+9324,2026-03-11T14:02:00Z,/library/images/27994.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.79 with 78.5% confidence. Original GZ2 taxonomy: 'Sb'.,Galaxy Zoo 2 Survey / SDSS DR7,0.1619,0.7853,0.0802,0.426,0.2503,0.2641
LIB-000544,28693,587728949585314006,151.96979,0.50493,Sc,FEATURED_DISK,Galaxy,0.669,0.18,0.18,LOW,MATCHED,SDSS DR7 J587728+9495,2026-04-12T15:03:00Z,/library/images/28693.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.67 with 66.9% confidence. Original GZ2 taxonomy: 'Sc'.,Galaxy Zoo 2 Survey / SDSS DR7,0.5465,0.669,0.1741,0.0,0.3964,0.029
LIB-000545,30850,587729158967132293,196.31357,4.87618,Sa(m),FEATURED_DISK,Galaxy,0.5651,0.6356,0.6356,MEDIUM,WEAK_MATCH,SDSS DR7 J587729+1589,2026-05-13T16:04:00Z,/library/images/30850.jpg,test,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.57 with 56.5% confidence. Original GZ2 taxonomy: 'Sa(m)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.84).,Galaxy Zoo 2 Survey / SDSS DR7,0.4448,0.5651,0.0338,0.2445,0.1775,0.8362
LIB-000546,30854,587729158967394449,196.97734,4.86421,Sa,FEATURED_DISK,Galaxy,0.6797,0.2205,0.2205,LOW,MATCHED,SDSS DR7 J587729+1589,2026-06-14T17:05:00Z,/library/images/30854.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.68 with 68.0% confidence. Original GZ2 taxonomy: 'Sa'.,Galaxy Zoo 2 Survey / SDSS DR7,0.3722,0.6797,0.0,0.3301,0.0,0.1207
LIB-000547,31026,587729158978863429,223.2806,3.76308,Sb(m),FEATURED_DISK,Galaxy,0.8716,0.3702,0.3702,LOW,MATCHED,SDSS DR7 J587729+1589,2026-07-15T18:06:00Z,/library/images/31026.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.87 with 87.2% confidence. Original GZ2 taxonomy: 'Sb(m)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.61).,Galaxy Zoo 2 Survey / SDSS DR7,0.1564,0.8716,0.0861,0.4686,0.0979,0.612
LIB-000548,31861,587729160049066093,215.1092,4.95867,Sd,FEATURED_DISK,Galaxy,0.7722,0.1441,0.1441,LOW,MATCHED,SDSS DR7 J587729+1600,2026-08-16T19:07:00Z,/library/images/31861.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.77 with 77.2% confidence. Original GZ2 taxonomy: 'Sd'.,Galaxy Zoo 2 Survey / SDSS DR7,0.5143,0.7722,0.0,0.1913,0.0,0.0605
LIB-000549,31876,587729160050311229,218.03334,4.95087,Sb,FEATURED_DISK,Galaxy,0.5321,0.261,0.261,LOW,WEAK_MATCH,SDSS DR7 J587729+1600,2026-09-17T20:08:00Z,/library/images/31876.jpg,test,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.53 with 53.2% confidence. Original GZ2 taxonomy: 'Sb'.,Galaxy Zoo 2 Survey / SDSS DR7,0.4391,0.5321,0.0,0.0,0.0,0.0542
LIB-000550,31887,587729160050901217,219.42938,4.87198,Sc,FEATURED_DISK,Galaxy,0.8001,0.189,0.189,LOW,MATCHED,SDSS DR7 J587729+1600,2026-10-18T21:09:00Z,/library/images/31887.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.80 with 80.0% confidence. Original GZ2 taxonomy: 'Sc'.,Galaxy Zoo 2 Survey / SDSS DR7,0.367,0.8001,0.0,0.3059,0.0,0.1782
LIB-000551,32007,587729160055292088,229.38695,4.40758,Sd,FEATURED_DISK,Galaxy,0.638,0.2862,0.2862,LOW,MATCHED,SDSS DR7 J587729+1600,2026-11-19T22:10:00Z,/library/images/32007.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.64 with 63.8% confidence. Original GZ2 taxonomy: 'Sd'.,Galaxy Zoo 2 Survey / SDSS DR7,0.4599,0.638,0.4143,0.4297,0.235,0.2104
LIB-000552,32572,587729228220661908,224.0368,62.18804,Sd,FEATURED_DISK,Galaxy,0.7902,0.3073,0.3073,LOW,MATCHED,SDSS DR7 J587729+2282,2026-12-20T23:11:00Z,/library/images/32572.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.79 with 79.0% confidence. Original GZ2 taxonomy: 'Sd'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.40).,Galaxy Zoo 2 Survey / SDSS DR7,0.1572,0.7902,0.0,0.4369,0.1677,0.4048
LIB-000553,33070,587729231447130136,256.80157,35.50979,Sd(i),FEATURED_DISK,Galaxy,0.7779,0.5571,0.5571,MEDIUM,MATCHED,SDSS DR7 J587729+2314,2026-01-21T00:12:00Z,/library/images/33070.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.78 with 77.8% confidence. Original GZ2 taxonomy: 'Sd(i)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.89).,Galaxy Zoo 2 Survey / SDSS DR7,0.294,0.7779,0.1651,0.0672,0.3263,0.8922
LIB-000554,33100,587729231447785928,257.73553,34.19517,Sb,FEATURED_DISK,Galaxy,0.7735,0.164,0.164,LOW,MATCHED,SDSS DR7 J587729+2314,2026-02-22T01:13:00Z,/library/images/33100.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.77 with 77.3% confidence. Original GZ2 taxonomy: 'Sb'.,Galaxy Zoo 2 Survey / SDSS DR7,0.4319,0.7735,0.0159,0.1807,0.0,0.1014
LIB-000555,34158,587729386081681534,195.36684,58.8747,Sd,FEATURED_DISK,Galaxy,0.686,0.312,0.312,LOW,MATCHED,SDSS DR7 J587729+3860,2026-03-23T02:14:00Z,/library/images/34158.jpg,test,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.69 with 68.6% confidence. Original GZ2 taxonomy: 'Sd'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.31).,Galaxy Zoo 2 Survey / SDSS DR7,0.2207,0.686,0.2979,0.383,0.0,0.31
LIB-000556,35196,587729387693539458,201.41878,59.50064,Sd(i),FEATURED_DISK,Galaxy,0.8188,0.5107,0.5107,MEDIUM,MATCHED,SDSS DR7 J587729+3876,2026-04-24T03:15:00Z,/library/images/35196.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.82 with 81.9% confidence. Original GZ2 taxonomy: 'Sd(i)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.84).,Galaxy Zoo 2 Survey / SDSS DR7,0.1806,0.8188,0.1304,0.0,0.0,0.8402
LIB-000557,35296,587729388213960710,135.70483,49.65633,Sc(o),FEATURED_DISK,Galaxy,0.5,0.6836,0.6836,HIGH,WEAK_MATCH,SDSS DR7 J587729+3882,2026-05-25T04:16:00Z,/library/images/35296.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.47 with 50.0% confidence. Original GZ2 taxonomy: 'Sc(o)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.87).,Galaxy Zoo 2 Survey / SDSS DR7,0.1224,0.4707,0.0,0.2065,0.1503,0.8672
